Date/Time,kWh del int,kVARh del int,kWh rec int,kVARh rec int,Vll ab mean,Vll bc mean,Vll ca mean,I a mean,I b mean,I c mean,Vll avg mean,I avg mean
18-01-2023 8:15:00000,624.843201,0.000000,0.000000,24.900156,23083.164,23160.316,23114.064,62.094044,62.656727,62.782951,23119.187500,62.511192
18-01-2023 8:30:00000,624.797424,0.000000,0.000000,35.232395,23082.635,23160.682,23112.926,62.119690,62.687725,62.851093,23118.748,62.552753
18-01-2023 8:45:00000,521.046814,0.000000,1.169150,44.371086,23082.527,23162.479,23116.695,52.116550,52.486301,52.705719,23120.553,52.436146
18-01-2023 9:00:00000,0.000000,0.000000,3.773517,5.528271,23073.074,23160.115,23115.785,0.731667,0.626457,0.807753,23116.309,0.721959
18-01-2023 9:15:00000,0.000000,0.000000,1.369707,3.604620,23071.715,23160.277,23114.338,0.454037,0.346861,0.520879,23115.439,0.440592
18-01-2023 9:30:00000,0.000000,0.000000,1.375262,3.662556,23080.029,23172.221,23123.029,0.458074,0.354702,0.529337,23125.080,0.447371
18-01-2023 9:45:00000,0.000000,0.000000,1.372158,3.620434,23075.516,23171.703,23122.084,0.451600,0.351789,0.525135,23123.104,0.442842
18-01-2023 10:00:00000,0.000000,0.000000,1.370639,3.581596,23076.258,23173.809,23123.318,0.448263,0.347660,0.520117,23124.453,0.438679
18-01-2023 10:15:00000,0.000000,0.000000,1.371632,3.581191,23072.100,23173.361,23119.979,0.444953,0.350927,0.521050,23121.803,0.438977
18-01-2023 10:30:00000,0.000000,0.000000,1.371527,3.575043,23070.475,23173.574,23117.205,0.445023,0.349715,0.520326,23120.406250,0.438354
18-01-2023 10:45:00000,0.000000,0.000000,1.376540,3.630959,23078.271,23181.043,23125.426,0.456221,0.351107,0.524701,23128.238,0.444010
18-01-2023 11:00:00000,0.000000,0.000000,1.375493,3.619797,23071.465,23174.068,23118.115,0.457460,0.351056,0.519547,23121.236,0.442688
18-01-2023 11:15:00000,0.000000,0.000000,1.371460,3.555699,23069.740,23172.457,23116.635,0.450770,0.343188,0.511693,23119.596,0.435217
18-01-2023 11:30:00000,0.000000,0.000000,1.374418,3.572307,23073.061,23177.867,23120.468750,0.447107,0.349430,0.514354,23123.807,0.436963
18-01-2023 11:45:00000,0.000000,0.000000,1.369239,3.520728,23068.838,23175.139,23117.875000,0.446036,0.338836,0.506701,23120.600,0.430525
18-01-2023 12:00:00000,0.000000,0.000000,1.379863,3.598045,23117.184,23225.303,23167.525,0.456757,0.344171,0.515021,23169.986,0.438649
18-01-2023 12:15:00000,0.000000,0.000000,1.382255,3.598415,23135.843750,23243.246,23185.840,0.458474,0.342565,0.514058,23188.305,0.438366
18-01-2023 12:30:00000,0.000000,0.000000,1.379956,3.561688,23134.373,23243.197,23186.027,0.453419,0.339546,0.509330,23187.906250,0.434098
18-01-2023 12:45:00000,0.000000,0.000000,1.382113,3.606421,23123.896,23235.758,23176.189,0.460001,0.343073,0.514815,23178.615,0.439296
18-01-2023 13:00:00000,0.000000,0.000000,1.390306,3.693778,23139.305,23253.687500,23192.004,0.469300,0.352529,0.526053,23194.996,0.449294
18-01-2023 13:15:00000,0.000000,0.000000,1.396172,3.761933,23137.600,23252.129,23191.449,0.475499,0.361218,0.535843,23193.742,0.457520
18-01-2023 13:30:00000,41.089462,4.134370,0.913610,5.462401,23131.619,23243.115,23182.437500,4.591978,4.376340,4.592544,23185.744,4.520285
18-01-2023 13:45:00000,333.130157,7.977455,0.000000,15.060997,23137.156250,23241.613,23183.900,33.452263,32.925098,33.607773,23187.564,33.328381
18-01-2023 14:00:00000,471.543945,0.055223,0.000000,9.638365,23136.885,23243.682,23184.031250,46.992725,46.705074,47.345165,23188.189,47.014347
18-01-2023 14:15:00000,591.618774,10.911373,0.000000,2.503554,23130.918,23238.389,23178.613,58.836597,58.806000,59.311481,23182.643,58.984734
18-01-2023 14:30:00000,612.826172,30.619101,0.000000,0.000000,23130.771,23236.055,23178.383,60.993893,61.051193,61.431793,23181.727,61.158958
18-01-2023 14:45:00000,571.056458,40.174103,0.000000,0.000000,23138.268,23242.252,23184.535,56.925133,56.922829,57.278118,23188.350,57.042030
18-01-2023 15:00:00000,285.741272,20.988932,0.000000,0.000000,23132.309,23236.643,23175.896,28.553633,28.474291,28.663681,23181.602,28.563866
18-01-2023 15:15:00000,313.319733,31.058825,0.000000,0.000000,23145.154,23241.840,23186.187500,31.385326,31.294323,31.488993,23191.062500,31.389549
18-01-2023 15:30:00000,469.756683,40.987125,0.000000,0.000000,23155.645,23251.721,23194.937500,46.948792,46.771038,47.198765,23200.773,46.972878
18-01-2023 15:45:00000,484.876099,37.118069,0.000000,0.000000,23145.662,23239.445,23184.006,48.399738,48.299137,48.691143,23189.684,48.463322
18-01-2023 16:00:00000,512.404358,38.266460,0.000000,0.000000,23149.887,23242.270,23190.836,51.116531,51.084862,51.382015,23194.342,51.194435
18-01-2023 16:15:00000,551.863953,30.952513,0.000000,0.000000,23152.764,23245.539,23192.908,54.908272,54.986801,55.280033,23197.074,55.058315
18-01-2023 16:30:00000,576.695557,26.396898,0.000000,0.000000,23150.115,23242.689,23189.906250,57.310219,57.469479,57.747681,23194.213,57.509045
18-01-2023 16:45:00000,587.234070,22.316788,0.000000,0.000000,23148.529,23239.883,23188.445,58.320244,58.535732,58.776596,23192.281250,58.544174
18-01-2023 17:00:00000,571.628052,9.523187,0.000000,0.643498,23154.334,23245.982,23194.593750,56.730652,56.918785,57.187885,23198.270,56.945786
18-01-2023 17:15:00000,581.657776,0.000000,0.000000,29.856064,23150.223,23242.082,23193.674,57.789639,57.992870,58.285042,23195.303,58.022461
18-01-2023 17:30:00000,295.452332,0.000000,3.383041,28.362635,23143.998,23236.020,23195.236,30.022003,29.991217,30.247095,23191.752,30.086771
18-01-2023 17:45:00000,0.000000,0.000000,1.376005,3.684679,23134.053,23230.484,23192.193,0.465219,0.354295,0.526466,23185.582,0.448660
18-01-2023 18:00:00000,0.000000,0.000000,1.389020,3.819460,23142.586,23239.828,23200.490,0.483817,0.367419,0.541272,23194.301,0.464169
18-01-2023 18:15:00000,0.000000,0.000000,1.381150,3.714562,23135.342,23231.873,23193.658,0.470006,0.357338,0.528980,23186.975,0.452108
18-01-2023 18:30:00000,0.000000,0.000000,1.379803,3.685871,23140.066,23234.357,23197.340,0.468094,0.352787,0.524551,23190.578,0.448478
18-01-2023 18:45:00000,0.000000,0.000000,1.385720,3.767787,23139.256,23232.437500,23198.199,0.475755,0.362914,0.535852,23189.968750,0.458174
18-01-2023 19:00:00000,0.000000,0.000000,1.380689,3.708109,23136.641,23228.326,23195.793,0.469308,0.356038,0.528566,23186.930,0.451304
18-01-2023 19:15:00000,0.000000,0.000000,1.381921,3.731156,23136.785,23227.070,23196.748,0.473250,0.358308,0.531619,23186.873,0.454392
18-01-2023 19:30:00000,25.400494,3.298816,1.018512,5.204192,23138.709,23228.468750,23199.639,3.050402,2.868062,3.008261,23188.936,2.975576
18-01-2023 19:45:00000,310.083221,7.109268,0.000000,18.322863,23142.031250,23227.133,23196.945,31.259422,30.831953,31.081305,23188.715,31.057558
18-01-2023 20:00:00000,483.165070,0.005692,0.000000,19.599947,23146.684,23232.561,23198.906250,48.164951,48.131325,48.287807,23192.725,48.194683
18-01-2023 20:15:00000,509.492310,8.845997,0.000000,3.426008,23134.109,23217.531250,23185.744,50.763420,50.827187,50.854542,23179.139,50.815022
18-01-2023 20:30:00000,509.392059,24.963587,0.000000,0.000000,23148.240,23231.377,23196.391,50.754051,50.842430,50.865791,23192.004,50.820732
18-01-2023 20:45:00000,509.403839,18.311775,0.000000,0.000000,23150.404,23233.193,23201.309,50.737926,50.818352,50.807705,23194.965,50.788010
18-01-2023 21:00:00000,509.327972,9.737984,0.000000,0.000000,23144.148,23227.971,23196.945,50.732952,50.784580,50.786663,23189.699,50.768093
18-01-2023 21:15:00000,509.307281,22.527493,0.000000,0.000000,23143.922,23229.187500,23197.012,50.788914,50.819778,50.813480,23190.043,50.807423
18-01-2023 21:30:00000,509.234802,27.046846,0.000000,0.000000,23138.258,23223.574,23193.531250,50.837074,50.854080,50.803139,23185.123,50.831413
18-01-2023 21:45:00000,509.251556,30.104088,0.000000,0.000000,23142.953,23228.758,23199.268,50.859409,50.860901,50.797058,23190.318,50.839123
18-01-2023 22:00:00000,509.139191,18.110304,0.000000,0.000000,23152.125000,23238.275,23208.260,50.769241,50.763805,50.739639,23199.562500,50.757549
18-01-2023 22:15:00000,518.877502,2.615017,0.000000,3.486115,23144.193,23230.115,23201.361,51.703163,51.696800,51.727947,23191.883,51.709309
18-01-2023 22:30:00000,595.708008,7.034970,0.000000,0.479645,23139.242,23224.602,23196.643,59.274307,59.452545,59.376919,23186.836,59.367931
18-01-2023 22:45:00000,595.609314,7.447717,0.000000,0.185851,23147.047,23231.820,23203.193,59.233978,59.432312,59.353622,23194.039,59.339993
18-01-2023 23:00:00000,595.596252,6.085189,0.000000,0.638444,23139.945,23223.854,23194.203,59.232891,59.455177,59.386467,23186.004,59.358181
18-01-2023 23:15:00000,595.627930,8.505009,0.000000,0.327227,23144.795,23229.623,23198.643,59.231346,59.443459,59.389153,23191.012,59.354683
18-01-2023 23:30:00000,595.621033,0.849249,0.000000,5.309425,23145.885,23229.957,23199.271,59.210747,59.438026,59.395954,23191.699,59.348232
18-01-2023 23:45:00000,596.330261,0.909539,0.000000,6.880980,23144.803,23227.307,23194.383,59.255695,59.529530,59.508354,23188.826,59.431168
19-01-2023 0:00:00000,607.867188,1.073385,0.000000,1.877870,23147.867,23230.047,23196.307,60.365833,60.676540,60.647800,23191.416,60.563423
19-01-2023 0:15:00000,607.731445,31.819231,0.000000,0.161159,23149.529,23229.975,23194.699,60.579704,60.952454,60.885963,23191.387,60.806072
19-01-2023 0:30:00000,607.272095,106.450478,0.000000,0.000000,23150.025,23229.468750,23192.910,61.197861,61.647377,61.498211,23190.797,61.447777
19-01-2023 0:45:00000,607.100891,110.569229,0.000000,0.000000,23149.674,23229.326,23192.410,61.252987,61.704044,61.553646,23190.473,61.503571
19-01-2023 1:00:00000,607.221008,105.081299,0.000000,0.000000,23150.215,23228.123,23190.936,61.147873,61.630356,61.494663,23189.764,61.424339
19-01-2023 1:15:00000,607.367737,104.997833,0.000000,0.000000,23154.301,23231.232,23195.945,61.183281,61.674236,61.511536,23193.812500,61.456303
19-01-2023 1:30:00000,607.076355,98.164818,0.000000,0.000000,23152.221,23230.182,23194.354,61.144161,61.615303,61.487942,23192.264,61.415840
19-01-2023 1:45:00000,607.031189,98.954063,0.000000,0.000000,23150.553,23224.703,23189.604,61.121407,61.663471,61.511810,23188.277,61.432228
19-01-2023 2:00:00000,607.037537,91.583351,0.000000,0.000000,23153.096,23226.488,23190.135,60.999741,61.554272,61.430790,23189.904,61.328285
19-01-2023 2:15:00000,606.999268,96.839218,0.000000,0.000000,23154.434,23230.242,23192.404,61.081593,61.600639,61.499565,23192.346,61.393883
19-01-2023 2:30:00000,607.009460,94.564171,0.000000,0.000000,23151.338,23227.939,23191.559,61.081413,61.577110,61.459240,23190.268,61.372616
19-01-2023 2:45:00000,607.010742,94.271515,0.000000,0.000000,23151.361,23229.145,23192.473,61.090786,61.562695,61.451702,23190.988,61.368427
19-01-2023 3:00:00000,606.993896,93.674812,0.000000,0.000000,23151.131,23228.406250,23192.004,61.086113,61.560307,61.438591,23190.531250,61.361664
19-01-2023 3:15:00000,606.981079,90.717957,0.000000,0.000000,23150.596,23229.955,23192.570,61.068844,61.501110,61.402740,23191.039,61.324253
19-01-2023 3:30:00000,607.750916,90.747169,0.000000,0.000000,23143.883,23224.718750,23185.930,61.099533,61.510670,61.438736,23184.848,61.349648
19-01-2023 3:45:00000,606.847168,93.520271,0.000000,0.000000,23148.051,23229.184,23189.908,61.106293,61.513321,61.443813,23189.045,61.354485
19-01-2023 4:00:00000,606.867004,93.265587,0.000000,0.000000,23149.662,23231.279,23190.275,61.095821,61.499489,61.463680,23190.391,61.352978
19-01-2023 4:15:00000,606.832458,94.021774,0.000000,0.000000,23144.066,23224.393,23184.182,61.109871,61.535126,61.481106,23184.205,61.375381
19-01-2023 4:30:00000,606.832336,94.898354,0.000000,0.000000,23148.936,23229.771,23188.693,61.107979,61.523449,61.483997,23189.139,61.371853
19-01-2023 4:45:00000,606.832642,93.121758,0.000000,0.000000,23150.035,23230.154,23188.760,61.071251,61.499928,61.466972,23189.650,61.346043
19-01-2023 5:00:00000,606.817200,93.816742,0.000000,0.000000,23145.707,23225.732,23184.343750,61.094887,61.524277,61.489643,23185.285,61.369633
19-01-2023 5:15:00000,606.827026,95.004166,0.000000,0.000000,23144.195,23225.096,23182.074,61.120747,61.534294,61.521095,23183.775,61.392048
19-01-2023 5:30:00000,607.101929,60.126362,0.000000,16.299931,23147.400,23227.697,23183.049,60.880821,61.306480,61.384628,23186.039,61.190678
19-01-2023 5:45:00000,607.499329,1.606248,0.000000,40.330173,23139.328,23218.832,23174.512,60.497677,60.930981,61.103901,23177.539,60.844189
19-01-2023 6:00:00000,607.524841,2.128338,0.000000,37.311478,23149.191,23227.971,23183.281250,60.442623,60.892712,61.059875,23186.795,60.798454
19-01-2023 6:15:00000,607.475891,2.476461,0.000000,35.696815,23146.787,23222.836,23179.881,60.419411,60.917564,61.039051,23183.166,60.792011
19-01-2023 6:30:00000,607.350281,3.997697,0.000000,29.903322,23143.486,23219.887,23176.602,60.377502,60.869572,60.990475,23179.994,60.745865
19-01-2023 6:45:00000,607.365845,3.350620,0.000000,32.069149,23151.377,23226.721,23182.941,60.354496,60.873665,60.998428,23187.014,60.742207
19-01-2023 7:00:00000,607.497375,1.093302,0.000000,46.946972,23148.662,23226.402,23181.914,60.500286,60.984089,61.151306,23185.650,60.878490
19-01-2023 7:15:00000,607.369385,1.118540,0.000000,44.781708,23139.664,23215.537,23171.176,60.475700,60.996895,61.147537,23175.451,60.873383
19-01-2023 7:30:00000,607.366699,3.282450,0.000000,35.071014,23151.781250,23227.887,23181.434,60.361214,60.886948,61.055946,23187.012,60.768047
19-01-2023 7:45:00000,607.397827,0.000000,0.000000,56.156097,23146.641,23224.785,23177.512,60.541199,61.048538,61.260971,23182.975,60.950199
19-01-2023 8:00:00000,607.387207,0.034874,0.000000,54.242950,23144.205,23224.176,23174.027,60.524338,61.016388,61.277290,23180.809,60.939362
19-01-2023 8:15:00000,607.604919,0.281228,0.000000,50.707047,23146.986,23228.963,23178.604,60.526020,60.971466,61.250328,23184.871,60.915947
19-01-2023 8:30:00000,607.533813,0.028589,0.000000,57.056587,23147.832,23230.875000,23180.736,60.573914,61.008747,61.299114,23186.488,60.960598
19-01-2023 8:45:00000,607.427979,1.944364,0.000000,41.619656,23144.178,23228.236,23178.926,60.472221,60.872330,61.147560,23183.777,60.830715
19-01-2023 9:00:00000,607.540222,2.717374,0.000000,35.142742,23143.635,23229.598,23179.027,60.444374,60.809498,61.107777,23184.086,60.787212
19-01-2023 9:15:00000,608.411255,3.783324,0.000000,29.121893,23148.168,23234.150,23181.793,60.462494,60.831501,61.148251,23188.045,60.814106
19-01-2023 9:30:00000,541.907227,39.318050,0.000000,18.430763,23151.449,23238.133,23189.551,54.260109,54.542347,54.715954,23193.055,54.506149
19-01-2023 9:45:00000,436.269989,39.833618,0.000000,6.297138,23147.852,23235.718750,23186.789,43.851078,43.790630,44.100029,23190.135,43.913933
19-01-2023 10:00:00000,573.166138,83.603653,0.000000,0.000000,23146.125000,23236.648,23184.725,57.667885,57.876125,58.081127,23189.150,57.875034
19-01-2023 10:15:00000,594.922668,81.812958,0.000000,3.982713,23139.080,23231.514,23176.596,59.848228,60.093437,60.340271,23182.377,60.094002
19-01-2023 10:30:00000,595.447754,3.067939,0.000000,28.194738,23146.100,23236.199,23178.781250,59.159092,59.475151,59.895332,23187.018,59.509857
19-01-2023 10:45:00000,595.405640,5.821531,0.000000,27.300234,23168.514,23241.172,23170.439,58.853634,59.609371,60.070950,23193.359,59.511314
19-01-2023 11:00:00000,595.427429,3.452467,0.000000,28.908939,23157.699,23231.711,23160.260,58.887730,59.605682,60.103035,23183.240,59.532150
19-01-2023 11:15:00000,595.427551,5.508527,0.000000,22.500294,23163.744,23235.975,23167.775,58.859070,59.552917,60.015881,23189.176,59.475937
19-01-2023 11:30:00000,595.562317,8.153451,0.000000,17.339722,23161.924,23236.468750,23169.465,58.886559,59.537308,59.978409,23189.277,59.467419
19-01-2023 11:45:00000,595.632996,8.968552,0.000000,15.972618,23161.797,23238.861,23169.736,58.895168,59.515713,59.991760,23190.129,59.467545
19-01-2023 12:00:00000,595.667908,6.673683,0.000000,20.075529,23163.787,23242.936,23173.307,58.918213,59.513649,60.008766,23193.322,59.480194
19-01-2023 12:15:00000,595.674194,4.067616,0.000000,24.519588,23160.512,23242.211,23170.422,58.938950,59.510967,60.054375,23191.020,59.501404
19-01-2023 12:30:00000,595.570496,5.781654,0.000000,20.939486,23159.441,23239.318,23169.455,58.920120,59.508369,60.012360,23189.400,59.480320
19-01-2023 12:45:00000,595.632935,4.629733,0.000000,22.888844,23158.518,23239.756,23170.098,58.945621,59.508053,60.020168,23189.455,59.491280
19-01-2023 13:00:00000,469.132050,4.692683,0.000000,26.780844,23164.527,23247.355,23176.441,46.596722,46.933151,47.452526,23196.141,46.994122
19-01-2023 13:15:00000,538.524475,0.722491,0.000000,40.247700,23157.730,23243.453,23170.629,53.482792,53.858170,54.506931,23190.596,53.949268
19-01-2023 13:30:00000,551.851501,0.001911,0.000000,48.520397,23155.535,23242.264,23169.068,54.856518,55.242157,55.903950,23188.955,55.334187
19-01-2023 13:45:00000,564.123047,0.077202,0.000000,49.040001,23157.320,23244.092,23170.496,56.049992,56.484936,57.122959,23190.617,56.552601
19-01-2023 14:00:00000,568.054382,0.221803,0.000000,48.293468,23153.125000,23239.385,23167.184,56.441444,56.894489,57.503571,23186.568,56.946514
19-01-2023 14:15:00000,27.455437,0.014288,11.823329,15.355830,23153.473,23240.184,23166.336,4.500503,4.377106,4.623448,23186.666,4.500355
19-01-2023 14:30:00000,0.000000,0.000000,13.664370,14.514658,23154.721,23241.709,23167.471,2.015110,1.891358,2.072227,23187.996,1.992897
19-01-2023 14:45:00000,0.000000,0.000000,13.687032,14.507332,23157.053,23243.697,23170.045,2.016275,1.892567,2.072077,23190.256,1.993639
19-01-2023 15:00:00000,0.000000,0.000000,13.614992,14.571312,23152.625000,23234.695,23160.154,2.019902,1.892628,2.070754,23182.504,1.994427
19-01-2023 15:15:00000,0.000000,0.000000,13.589161,14.623805,23156.365,23237.838,23164.432,2.022373,1.893693,2.073250,23186.213,1.996437
19-01-2023 15:30:00000,0.000000,0.000000,13.586411,14.625042,23158.020,23239.070,23165.555,2.022112,1.893440,2.073145,23187.570,1.996235
19-01-2023 15:45:00000,0.000000,0.000000,13.579020,14.652577,23162.598,23242.617,23170.672,2.023256,1.894176,2.075037,23191.961,1.997489
19-01-2023 16:00:00000,0.000000,0.000000,13.593771,14.589828,23155.723,23237.834,23168.422,2.018080,1.890252,2.073467,23187.354,1.993931
19-01-2023 16:15:00000,0.000000,0.000000,13.591583,14.605037,23152.822,23234.635,23167.732,2.018692,1.890471,2.076415,23185.053,1.995194
19-01-2023 16:30:00000,0.000000,0.000000,13.568384,14.639055,23151.059,23233.727,23167.338,2.019252,1.891270,2.078725,23184.029,1.996415
19-01-2023 16:45:00000,0.000000,0.000000,13.559288,14.687688,23158.689,23241.146,23175.654,2.021440,1.893185,2.082325,23191.840,1.998984
19-01-2023 17:00:00000,0.000000,0.000000,13.612432,14.623243,23157.611,23241.268,23175.156250,2.017348,1.892684,2.082542,23191.334,1.997525
19-01-2023 17:15:00000,0.000000,0.000000,13.624566,14.589312,23158.484,23244.066,23179.232,2.012966,1.890156,2.083309,23193.951,1.995478
19-01-2023 17:30:00000,0.000000,0.000000,13.664341,14.454935,23139.877,23221.553,23160.732,2.012835,1.884689,2.071464,23174.061,1.989661
19-01-2023 17:45:00000,0.000000,0.000000,13.703285,14.420291,23146.324,23226.615,23169.531250,2.015597,1.883638,2.067904,23180.836,1.989044
19-01-2023 18:00:00000,0.000000,0.000000,13.667385,14.529832,23159.416,23240.939,23182.764,2.020282,1.887341,2.074013,23194.387,1.993877
19-01-2023 18:15:00000,0.000000,0.000000,13.687228,14.457841,23146.244,23229.619,23170.752,2.016443,1.885125,2.070625,23182.199,1.990731
19-01-2023 18:30:00000,0.000000,0.000000,13.631147,14.551195,23152.936,23233.924,23175.555,2.020885,1.886926,2.073300,23187.473,1.993704
19-01-2023 18:45:00000,0.000000,0.000000,13.536358,14.670367,23152.182,23229.875000,23175.125000,2.026235,1.887452,2.076847,23185.703,1.996844
19-01-2023 19:00:00000,0.000000,0.000000,13.606456,14.546551,23157.615,23233.293,23184.328,2.021411,1.881662,2.070592,23191.732,1.991222
19-01-2023 19:15:00000,0.000000,0.000000,13.621456,14.486874,23148.773,23223.820,23170.018,2.018634,1.880944,2.066042,23180.877,1.988541
19-01-2023 19:30:00000,0.000000,0.000000,13.597096,14.556839,23151.127,23227.123,23173.391,2.023169,1.883746,2.069725,23183.889,1.992213
19-01-2023 19:45:00000,140.394989,13.188697,4.708958,8.244767,23167.598,23242.537,23183.738,15.058550,14.808426,15.222700,23197.947,15.029901
19-01-2023 20:00:00000,122.671227,0.000000,0.000000,13.380122,23157.781250,23228.449,23169.268,12.347371,12.273651,12.571368,23185.146,12.397464
19-01-2023 20:15:00000,123.781944,0.012179,0.000000,11.533370,23159.014,23228.543,23171.889,12.426983,12.381221,12.627439,23186.482,12.478554
19-01-2023 20:30:00000,415.647705,9.505361,0.000000,0.315271,23158.465,23228.148,23173.631,41.225899,41.417625,41.774876,23186.768,41.472801
19-01-2023 20:45:00000,509.324402,8.759943,0.000000,0.082915,23158.213,23228.504,23175.520,50.442417,50.783432,51.110355,23187.406250,50.778755
19-01-2023 21:00:00000,560.954956,9.657108,0.000000,0.044552,23155.529,23230.225,23177.568,55.549187,55.964848,56.237854,23187.775,55.917301
19-01-2023 21:15:00000,595.400085,10.591671,0.000000,0.009052,23149.787,23226.602,23177.174,58.980522,59.458405,59.634159,23184.518,59.357731
19-01-2023 21:30:00000,595.322449,22.747190,0.000000,0.000000,23147.061,23224.182,23176.445,59.039684,59.506706,59.631905,23182.564,59.392723
19-01-2023 21:45:00000,595.294434,29.833982,0.000000,0.000000,23152.697,23229.672,23182.832,59.065422,59.528351,59.627773,23188.393,59.407143
19-01-2023 22:00:00000,595.294067,17.096130,0.000000,0.000000,23148.273,23232.791,23182.961,59.070187,59.403854,59.605991,23187.990,59.360016
19-01-2023 22:15:00000,595.215210,26.339769,0.000000,0.000000,23146.953,23226.656250,23178.260,59.077053,59.493259,59.634388,23183.949,59.401535
19-01-2023 22:30:00000,595.159485,15.841105,0.000000,0.000000,23154.764,23235.826,23185.355,59.001526,59.406689,59.600521,23191.996,59.336246
19-01-2023 22:45:00000,595.991882,9.974426,0.000000,0.411196,23142.465,23222.984,23170.518,59.075146,59.508217,59.739025,23178.656250,59.440739
19-01-2023 23:00:00000,607.404785,22.997004,0.000000,0.000000,23153.768,23232.723,23181.238,60.200245,60.684128,60.862530,23189.244,60.582306
19-01-2023 23:15:00000,607.413086,19.575552,0.000000,0.063807,23143.930,23222.213,23170.574,60.212170,60.710381,60.891331,23178.918,60.604599
19-01-2023 23:30:00000,607.409790,24.576864,0.000000,0.081613,23153.549,23230.020,23181.258,60.235535,60.747509,60.869804,23188.273,60.617599
19-01-2023 23:45:00000,607.276306,45.806889,0.000000,0.000000,23145.475,23217.662,23168.494,60.344643,60.937649,61.014153,23177.230,60.765461
20-01-2023 0:00:00000,606.956299,89.275208,0.000000,0.000000,23167.326,23241.375000,23191.016,60.917927,61.501553,61.564095,23199.908,61.327831
20-01-2023 0:15:00000,607.163147,60.572445,0.000000,0.000000,23127.697,23200.199,23149.564,60.548897,61.149811,61.245995,23159.154,60.981552
20-01-2023 0:30:00000,607.141846,69.657722,0.000000,0.000000,23158.641,23227.658,23175.713,60.456406,61.118507,61.201870,23187.326,60.925621
20-01-2023 0:45:00000,607.199524,58.151981,0.000000,0.000000,23163.562500,23232.934,23180.336,60.326248,60.983166,61.089779,23192.271,60.799671
20-01-2023 1:00:00000,607.135559,46.858456,0.000000,0.000000,23158.812500,23228.193,23175.223,60.226456,60.887997,61.012814,23187.402,60.709087
20-01-2023 1:15:00000,607.174133,51.723110,0.000000,0.000000,23155.277,23222.843750,23171.713,60.275955,60.962986,61.045635,23183.287,60.761509
20-01-2023 1:30:00000,607.299805,52.062737,0.000000,0.000000,23162.908,23228.961,23178.139,60.259476,60.974682,61.046101,23190.027,60.760143
20-01-2023 1:45:00000,607.197632,46.932995,0.000000,0.000000,23163.027,23228.066,23176.338,60.186165,60.926121,61.013901,23189.158,60.708733
20-01-2023 2:00:00000,607.120422,42.926476,0.000000,0.000000,23162.418,23227.451,23176.840,60.157864,60.893040,60.967106,23188.910,60.672688
20-01-2023 2:15:00000,607.167236,50.614452,0.000000,0.000000,23144.965,23212.684,23163.031250,60.313992,60.991676,61.052628,23173.551,60.786018
20-01-2023 2:30:00000,607.215027,58.894966,0.000000,0.000000,23164.650,23233.156250,23181.838,60.339714,61.006733,61.082863,23193.215,60.809822
20-01-2023 2:45:00000,607.227722,51.721050,0.000000,0.000000,23158.676,23226.742,23174.930,60.277748,60.957825,61.048145,23186.789,60.761219
20-01-2023 3:00:00000,607.282288,48.047226,0.000000,0.000000,23164.506,23231.102,23180.068,60.224861,60.930721,61.009083,23191.887,60.721584
20-01-2023 3:15:00000,607.220093,47.372974,0.000000,0.000000,23152.881,23220.635,23166.855,60.234039,60.931461,61.059795,23180.125000,60.741779
20-01-2023 3:30:00000,607.216248,50.118767,0.000000,0.000000,23163.926,23231.316,23174.240,60.195812,60.915668,61.089245,23189.811,60.733547
20-01-2023 3:45:00000,607.104065,47.721348,0.000000,0.000000,23163.396,23229.672,23172.187500,60.148891,60.894028,61.069244,23188.424,60.704052
20-01-2023 4:00:00000,607.169312,46.234489,0.000000,0.000000,23158.779,23225.852,23168.357,60.159264,60.893623,61.070351,23184.338,60.707722
20-01-2023 4:15:00000,607.172241,49.800125,0.000000,0.000000,23162.832,23229.705,23172.486,60.183006,60.918598,61.084835,23188.328,60.728798
20-01-2023 4:30:00000,607.275391,43.312119,0.000000,0.000000,23158.268,23225.311,23166.602,60.139973,60.882603,61.077896,23183.391,60.700161
20-01-2023 4:45:00000,607.259949,43.687214,0.000000,0.000000,23163.291,23230.193,23172.047,60.129665,60.872303,61.058792,23188.506,60.686924
20-01-2023 5:00:00000,607.281738,44.457832,0.000000,0.000000,23157.070,23223.861,23165.053,60.147202,60.894398,61.091228,23181.986,60.710926
20-01-2023 5:15:00000,607.272949,54.150208,0.000000,0.000000,23158.369,23224.244,23166.213,60.228237,60.981262,61.155209,23182.947,60.788219
20-01-2023 5:30:00000,607.275452,56.477650,0.000000,0.000000,23161.213,23225.592,23167.574,60.228710,61.009663,61.173618,23184.809,60.804024
20-01-2023 5:45:00000,607.236450,57.144905,0.000000,0.000000,23162.453,23227.695,23168.328,60.226849,60.999065,61.184948,23186.182,60.803612
20-01-2023 6:00:00000,607.108276,58.070808,0.000000,0.000000,23161.789,23224.592,23164.590,60.191917,61.018448,61.202427,23183.643,60.804214
20-01-2023 6:15:00000,606.999573,69.786499,0.000000,0.000000,23153.354,23216.061,23155.244,60.327271,61.155586,61.342304,23174.916,60.941746
20-01-2023 6:30:00000,606.972656,80.172012,0.000000,0.000000,23165.287,23226.564,23162.826,60.395229,61.256454,61.477634,23184.893,61.043114
20-01-2023 6:45:00000,607.092346,76.508904,0.000000,0.000000,23170.467,23232.748,23168.543,60.354809,61.202885,61.435043,23190.592,60.997566
